,Question,Answer,A,B,C,,Explaniation if needed,Category,Sub Category,File Name pulled from,,
,A TAF is updated,B,Once per day,Four times per day,Eight times per day,,,Weather,"sources, TAF",#REF!,Weather and Weather Sources,TAF interpretation
,,,,,,,,,,,,
,Loading and Performance End of Section Questions,,,,,,,,,,,
,An aircraft can stall at any airspeed.,A,TRUE,FALSE,,,,Additional Topics,,My new questions May9,Operations,Airport operations and traffic patterns
,An aircraft that weighs 100 lbs and is subjected to 3 Gs will feel as if it weighs:,D,100 lbs,150 lbs,200 lbs,300 lbs,,Loading & Performance,loading and performance,loading and performance WS Key,Operations,Airport operations and traffic patterns
,"For commercial off‑the‑shelf aircraft with fixed, manufacturer‑approved payloads, which loading action is typically not required prior to flight?",B,Verifying payload security,Verifying balance position,Checking center of gravity,Checking manufacturer‑approved payload positioning,,Loading & Performance,loading and performance,loading and performance WS Key,Operations,Airport operations and traffic patterns
,"If the center of gravity (CG) is forward of the center of pressure (CP), the aircraft will:",C,Pitch nose up,Roll left,Pitch nose down,Become uncontrollable,,Loading & Performance,loading and performance,loading and performance WS Key,,
,What happens to the stalling speed of an aircraft as the load factor increases?,C,The stalling speed decreases.,The stalling speed remains constant.,The stalling speed increases.,,,Loading & Performance,loading and performance,Additional topics mc1- key,,
,What is the primary advantage that manned aircraft pilots have over unmanned pilots when it comes to handling load factors?,B,Manned pilots can use their experience to anticipate and adjust for load factor changes.,"Manned pilots can directly feel the forces affecting the aircraft, allowing for more precise adjustments.",Manned pilots have access to more advanced instrumentation for monitoring load factors.,,,Loading & Performance,loading and performance,Additional topics mc1- key,,
,What is the primary concern for an RPIC when loading a payload onto an aircraft?,B,Ensuring the payload is securely attached.,Verifying the weight and balance of the aircraft.,Confirming the payload does not exceed the aircraft's maximum takeoff weight.,,,Loading & Performance,loading and performance,Additional topics mc1- key,,
,What is the primary concern for an RPIC when operating an aircraft near its maximum takeoff weight?,B,The aircraft may not be able to generate enough lift to become airborne.,The aircraft may be more difficult to control and maneuver.,The aircraft may be more susceptible to turbulence and wind gusts.,,,Loading & Performance,loading and performance,loading Mc Ounline learning key,,
,Which of the following is not one of the four forces acting on an aircraft in straight and level flight?,C,Lift,Drag,Centrifugal force,Thrust,,Loading & Performance,loading and performance,loading and performance WS Key,,
,Which of the following reduces air density and therefore reduces maximum takeoff weight?,C,Cold temperatures,Low humidity,High elevation,Low altitude,,Loading & Performance,loading and performance,loading and performance WS Key,,
,Load Factors and Performance End of Section Questions,,,,,,,,,,,
,Load factor is measured in:,C,Pounds per square foot,Newtons,Gs (acceleration of gravity),Percent of lift,,Loading & Performance,loading and performance,loading and performance WS Key,,
,What is the primary concern regarding operating an aircraft near its maximum takeoff weight?,A,Reduced safety margins for the pilot.,Increased risk of engine failure due to excessive strain.,Higher fuel consumption and reduced flight range.,,,Loading & Performance,loading and performance,loading Mc Ounline learning key,,
,What is the primary factor that determines the load factor experienced by an aircraft during a turn?,A,The aircraft's weight and the angle of the turn.,The aircraft's speed and the altitude.,The aircraft's engine power and the wind conditions.,,,Loading & Performance,loading and performance,Additional topics mc1- key,,
,What is the primary factor that determines the maximum load factor an aircraft can withstand?,C,The aircraft's weight and the angle of the turn.,The aircraft's speed and the altitude.,The aircraft's structural strength and design limitations.,,,Loading & Performance,loading and performance,loading Mc Ounline learning key,,
,What is the relationship between an aircraft's weight and its ability to generate lift?,A,Heavier aircraft require more lift to become airborne.,The weight of an aircraft has no impact on its ability to generate lift.,Lighter aircraft require more lift to become airborne.,,,Loading & Performance,loading and performance,loading Mc Ounline learning key,,
,What is the relationship between the center of gravity (CG) and the center of pressure (CP) in a traditionally designed multirotor aircraft?,B,The CG is located forward of the CP.,The CG and CP are located at the same point.,The CP is located forward of the CG.,,,Loading & Performance,loading and performance,loading Mc Ounline learning key,,
,What is the relationship between the load factor and the stalling speed of an aircraft?,C,The stalling speed decreases as the load factor increases.,The stalling speed remains constant regardless of the load factor.,The stalling speed increases as the load factor increases.,,,Loading & Performance,loading and performance,loading Mc Ounline learning key,,
,What is the relationship between the location of the center of gravity (CG) and the center of pressure (CP) on a fixed-wing aircraft?,A,The CG is located forward of the CP.,The CG and CP are located at the same point.,The CP is located forward of the CG.,,,Loading & Performance,loading and performance,loading Mc Ounline learning key,,
,"When an aircraft enters a turn, the load factor results from a combination of gravity and what?",B,Drag,Horizontal component of lift,Increased thrust,Wind gusts,,Loading & Performance,loading and performance,loading and performance WS Key,,
,Which two components are the primary considerations for aircraft balance?,B,Lift and drag.,Center of gravity and center of pressure.,Propeller thrust and battery voltage.,,,Additional Topics,,My new questions May9,,
,Why is it unsafe to fly an unmanned aircraft at or near its maximum takeoff weight?,B,It increases GPS error,It reduces available safety margins once airborne,It causes battery malfunction,It increases propeller RPM too much,,Loading & Performance,loading and performance,loading and performance WS Key,,
,No Loading and Performance Test its with ADM,,,,,,,,,,,
,,,,,,,,,,,,
,Emergency End of Section Questions,,,,,,,,,,,
,"During a flight of your small UA, you observe a hot air balloon entering the area. You should",A,Yield the right-of-way to the hot air balloon.,"Ensure the UA passes below, above, or ahead of the balloon.",Expect the hot air balloon to climb above your altitude.,,,Operations,Emergency Procedures,My new questions May9,,
,"To avoid a possible collision with a manned airplane, you estimate that your small UA climbed to an altitude greater than 600 feet AGL. To whom must you report the deviation?",C,Air Traffic Control.,The National Transportation Safety Board.,Upon request of the Federal Aviation Administration.,,,Operations,Emergency Procedures,My new questions May9,,
,What is the primary reason most aviation accidents occur?,C,Mechanical failures in aircraft systems.,Unforeseen weather conditions.,Errors in judgment or decision-making by pilots.,Lack of proper training and certification.,,,,Additional Topics MC Part 3 Key,,
,What is the primary responsibility of the Remote Pilot in Command (RPIC) during an in-flight emergency?,C,To immediately land the unmanned aircraft in the nearest safe location.,To contact the FAA and report the emergency.,To ensure all team members are informed of the situation and the course of action.,To deviate from Part 107 regulations only if absolutely necessary.,,,,,,
,What is the primary reason why the RPIC should document any emergency deviation from Part 107 regulations?,B,To provide evidence in case of a legal dispute.,To inform the FAA of any potential safety concerns.,To ensure that the team members are aware of the situation.,To help the RPIC learn from the experience and improve future operations.,,,,,,
,What is the primary reason why you should remain calm during an emergency?,A,Calmness allows the operator to think clearly and make better decisions.,Calmness helps to prevent panic among other team members.,Calmness is a requirement for reporting emergencies to the FAA.,Calmness is a sign of a skilled and experienced operator.,,,,,,
,,,,,,,,,,,,
,No Emergency Test its with ADM,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Communications End of Section Questions,,,,,,,,,,,
,What is the primary function of a Flight Service Station (FSS) at an airport?,B,To provide air traffic control services to aircraft.,To offer weather forecasts and airport information to pilots.,To coordinate emergency responses in case of accidents.,,,Operations,communications,Additional topics mc1- key,Weather and Weather Sources,TAF interpretation
,What is the recommended action for an unmanned aircraft operator flying within 5 miles of a non-towered airport?,B,Contact the airport tower for clearance before flying.,Monitor the CTAF frequency for airport traffic information.,Maintain a safe distance from other aircraft and avoid radio communication.,,,Operations,communications,Additional topics mc1- key,Weather and Weather Sources,General weather concepts
,What is the primary function of a MULTICOM frequency?,C,Provide air traffic control services.,Coordinate emergency responses.,Facilitate communication at airports without UNICOM.,,,Operations,communications,Additional topics mc1- key part 1 & 2 combined,Operations,General operations
,What is the primary function of a UNICOM station at a non-towered airport?,B,Provide air traffic control services.,Offer weather forecasts and airport information.,Coordinate emergency responses.,,,Operations,communications,Additional topics mc1- key part 1 & 2 combined,Operations,Airport operations and traffic patterns
,What is the primary purpose of the CTAF?,C,Provide air traffic control services.,Coordinate emergency responses.,Facilitate communication at non-towered airports.,,,Operations,communications,Additional topics mc1- key part 1 & 2 combined,Operations,General operations
,What is the purpose of using the phonetic alphabet in aviation radio communication?,A,To ensure clear communication of letters.,To add a layer of security.,To make communication more efficient.,,,Operations,communications,Additional topics mc1- key part 1 & 2 combined,Aircraft Loading and Performance,"Weight, balance, and performance"
,What is the recommended action when flying near a non-towered airport without UNICOM?,B,Contact nearest towered airport.,Use the MULTICOM frequency.,Avoid flying near the airport.,,,Operations,communications,Additional topics mc1- key part 1 & 2 combined,Aircraft Loading and Performance,"Weight, balance, and performance"
,Is it mandatory for sUAS operators to monitor CTAF at non-towered airports?,C,"Yes, always",Only during daylight hours,"No, but it is recommended",,,Operations,Radio Communications,Section 4 airports & airspace ws key chat,Operations,Airport operations and traffic patterns
,What is the purpose of using the phonetic alphabet in aviation radio communication?,A,To ensure clear and unambiguous communication of letters over the radio.,To add a layer of security to radio transmissions.,To make radio communication more efficient by using shorter words.,,,Operations,Radio Communications,My new questions May9,,
,What is the primary function of a UNICOM station at a non-towered airport?,B,To provide air traffic control services to aircraft.,To offer weather forecasts and airport information to pilots.,To coordinate emergency responses.,,,Operations,Radio Communications,My new questions May9,,
,What is the primary purpose of the Common Traffic Advisory Frequency (CTAF) in aviation?,C,To provide air traffic control services to aircraft.,To coordinate emergency responses.,To facilitate communication and coordination between aircraft and ground personnel at non-towered airports.,,,Operations,Radio Communications,My new questions May9,,
,What is the recommended action for an unmanned aircraft operator flying near a non-towered airport that does not have a UNICOM frequency?,B,Contact the nearest towered airport for clearance.,Use the MULTICOM frequency for communication and coordination.,Avoid flying near the airport altogether.,,,Operations,Radio Communications,My new questions May9,,
,What is the primary reason why unmanned aircraft operators should be familiar with airport traffic patterns when monitoring radio traffic?,B,To avoid flying in restricted airspace.,To understand the flow of aircraft around the airport and anticipate potential conflicts.,To determine the best time to land or take off.,,,Operations,Radio Communications,My new questions May9,,
,,,,,,,,,,,,
,No Communications Test its with ADM,,,,,,,,,,,
,,,,,,,,,,,,
,ADM End of section Questions,,,,,,,,,,,
,"You have been hired as a remote pilot by a local TV news station to film breaking news with a small UA. You expressed a safety concern and the station manager has instructed you to 'fly first, ask questions later.' What type of hazardous attitude does this attitude represent?",C,Machismo.,Invulnerability.,Impulsivity.,,,Additional Topics,,My new questions May9,Operations,Aeronautical decision-making and risk management
,What does the IMSAFE checklist help an RPIC to assess before a flight?,B,The weather conditions at the flight location.,The pilot's physical and mental readiness for the job.,The aircraft's maintenance and safety records.,,,Additional Topics,,My new questions May9,Operations,General operations
,What is the purpose of Crew Resource Management (CRM) in aeronautical decision-making?,B,To ensure that all team members have the necessary technical skills.,To develop training for flight crews that focuses on using all available resources effectively.,To minimize the costs associated with flight operations.,,,Additional Topics,,My new questions May9,Operations,Aeronautical decision-making and risk management
,What is the first step in dealing with hazardous attitudes?,B,Ignoring the attitude and hoping it goes away.,Recognizing when you're having a hazardous thought.,Acting on the attitude without thinking.,,,Additional Topics,,My new questions May9,Weather and Weather Sources,Density altitude & performance
,What is the purpose of the 'six-sigma' process mentioned in relation to risk management?,A,To provide a framework for continuously improving risk assessment and decision-making in drone missions.,To ensure that all team members have the necessary technical skills.,To minimize the costs associated with flight operations.,,,Additional Topics,,My new questions May9,Aircraft Loading and Performance,"Weight, balance, and performance"
,What does ADM provide to pilots as they handle different situations?,B,A fixed set of rules that must be followed without deviation.,A continuous process that gives pilots feedback.,A way to avoid all risks associated with flying.,,,Additional Topics,,My new questions May9,Operations,General operations
,What is 'Situational Awareness' and why is it important for a pilot?,B,The ability to predict future weather conditions during a flight.,"Understanding everything happening during a flight operation, helping pilots avoid fixation and missed hazards.",The skill of quickly repairing mechanical failures during a flight.,,,Additional Topics,,My new questions May9,Operations,General operations
,"What does the acronym 'PAVE' stand for, and how does it relate to risk management?",B,"Pilot, Aircraft, Velocity, Environment.","Pilot-in-Command, Aircraft, Environment, External Pressures.","Planning, Assessment, Verification, Execution.",,,Additional Topics,,My new questions May9,Weather and Weather Sources,General weather concepts
,What is the role of Standard Operating Procedures (SOP) in Crew Resource Management (CRM)?,C,SOPs are designed to limit communication among crew members.,SOPs are not relevant to CRM.,SOPs provide a framework for consistent and effective teamwork.,,,Additional Topics,,My new questions May9,Operations,General operations
,"What is the purpose of a risk management chart, and how should it be used by RPICs?",B,A decorative item used to enhance aesthetics.,"A tool for documenting hazards, assessing risk, and reducing risk.",A legal document to assign blame.,,,Additional Topics,,My new questions May9,Operations,Airport operations and traffic patterns
,"You have been under persistent work-related stress for several months, which is starting to affect your focus during drone operations. What type of stress is this?",B,Acute stress.,Chronic stress.,Temporary fatigue.,,,Operations,Physiological factors,tricky questions,,
,,,,,,,,,,,,
,"ADM, Emergency, Communications and Loading Test",,,,,,,,,,,
,Select the force that is not acting on an aircraft during straight and level flight.,B,Gravity,Centrifugal,Lift,Thrust,,,,Additional Test Topics Quiz,,
,Air density has no effect on an aircraft’s ability to take off.,B,TRUE,FALSE,,,,,,Additional Test Topics Quiz,,
,An aircraft can stall at any airspeed.,A,TRUE,FALSE,,,,,,Additional Test Topics Quiz,,
,"If an unmanned aircraft weighs 20 lbs, what approximate weight would the airplane structure be required to support during a 30-degree banked turn while maintaining altitude?",C,18 lbs,20 lbs,23 lbs,26 lbs,,,,Additional Test Topics Quiz,,
,Unmanned aircraft operators are expected to communicate with manned aircraft over the CTAF when they are operating near a non-towered airport.,B,TRUE,FALSE,,,,,,Additional Test Topics Quiz,,
,Which of the following is not part of the phonetic alphabet:,C,Bravo,India,Mary,Tango,,,,Additional Test Topics Quiz,,
,An unmanned aircraft operator can deviate from any portion of Part 107 to respond to an emergency.,A,TRUE,FALSE,,,,,,Additional Test Topics Quiz,,
,An unmanned aircraft operator should do which of the following after they experience an inflight emergency?,D,Contact their local FAA office,Report what happened to the nearest airport control tower,Nothing,Document what happened and submit a report to the FAA if requested,,,,Additional Test Topics Quiz,,
,Which of the following is not used in the Aeronautical Decision-Making (ADM) process?,A,NOTAM,IMSAFE,PAVE,CRM,,,,Additional Test Topics Quiz,,
,You do not have to worry about dehydration when operating in a cold environment.,B,TRUE,FALSE,,,,,,Additional Test Topics Quiz,,
,Unmanned aircraft operators should base their maintenance and inspection procedures on:,D,FAA guidance,What they saw on YouTube,What they read online,The manufacturer’s recommendations,,,,Additional Test Topics Quiz,,
,The antidote for the attitude macho is,A,Taking chances is foolish,"Not so fast, think first",Follow the rules They are usually right,,,,,Additional Test Topics Quiz,,
,The antidote for the attitude resignation is,C,Taking chances is foolish,"Not so fast, think first","I’m not helpless, I can make a difference",,,,,Additional Test Topics Quiz,,
,The antidote for the attitude anti-authority is,B,"Not so fast, think first",Follow the rules they are usually right,It could happen to me,,,,,Additional Test Topics Quiz,,
,The antidote for the attitude invulnerability is,C,"Not so fast, think first",Follow the rules They are usually right,It could happen to me,,,,,Additional Test Topics Quiz,,
,The antidote for the attitude impulsivity is,A,"Not so fast, think first",Follow the rules They are usually right,Taking chances is foolish,,,,,Additional Test Topics Quiz,,
,What does the IMSAFE checklist help an RPIC to assess before a flight?,B,The weather conditions at the flight location.,The pilot's physical and mental readiness for the job.,The aircraft's maintenance and safety records.,,,Additional Topics,,My new questions May9,Operations,General operations
,What is the purpose of Crew Resource Management (CRM) in aeronautical decision-making?,B,To ensure that all team members have the necessary technical skills.,To develop training for flight crews that focuses on using all available resources effectively.,To minimize the costs associated with flight operations.,,,Additional Topics,,My new questions May9,Operations,Aeronautical decision-making and risk management
,"You have been under persistent work-related stress for several months, which is starting to affect your focus during drone operations. What type of stress is this?",B,Acute stress.,Chronic stress.,Temporary fatigue.,,,Operations,Physiological factors,tricky questions,,
,What is the primary reason why the RPIC should document any emergency deviation from Part 107 regulations?,B,To provide evidence in case of a legal dispute.,To inform the FAA of any potential safety concerns.,To ensure that the team members are aware of the situation.,To help the RPIC learn from the experience and improve future operations.,,,,,,
,What is the recommended action for an unmanned aircraft operator flying within 5 miles of a non-towered airport?,B,Contact the airport tower for clearance before flying.,Monitor the CTAF frequency for airport traffic information.,Maintain a safe distance from other aircraft and avoid radio communication.,,,Operations,communications,Additional topics mc1- key,Weather and Weather Sources,General weather concepts
,What is the primary function of a MULTICOM frequency?,C,Provide air traffic control services.,Coordinate emergency responses.,Facilitate communication at airports without UNICOM.,,,Operations,communications,Additional topics mc1- key part 1 & 2 combined,Operations,General operations
,What is the primary function of a UNICOM station at a non-towered airport?,B,Provide air traffic control services.,Offer weather forecasts and airport information.,Coordinate emergency responses.,,,Operations,communications,Additional topics mc1- key part 1 & 2 combined,Operations,Airport operations and traffic patterns
,What is the primary purpose of the CTAF?,C,Provide air traffic control services.,Coordinate emergency responses.,Facilitate communication at non-towered airports.,,,Operations,communications,Additional topics mc1- key part 1 & 2 combined,Operations,General operations
,What is the recommended action when flying near a non-towered airport without UNICOM?,B,Contact nearest towered airport.,Use the MULTICOM frequency.,Avoid flying near the airport.,,,Operations,communications,Additional topics mc1- key part 1 & 2 combined,Aircraft Loading and Performance,"Weight, balance, and performance"
,What happens to the stalling speed of an aircraft as the load factor increases?,C,The stalling speed decreases.,The stalling speed remains constant.,The stalling speed increases.,,,Loading & Performance,loading and performance,Additional topics mc1- key,,
,What is the primary concern for an RPIC when loading a payload onto an aircraft?,B,Ensuring the payload is securely attached.,Verifying the weight and balance of the aircraft.,Confirming the payload does not exceed the aircraft's maximum takeoff weight.,,,Loading & Performance,loading and performance,Additional topics mc1- key,,
,What is the primary concern for an RPIC when operating an aircraft near its maximum takeoff weight?,B,The aircraft may not be able to generate enough lift to become airborne.,The aircraft may be more difficult to control and maneuver.,The aircraft may be more susceptible to turbulence and wind gusts.,,,Loading & Performance,loading and performance,loading Mc Ounline learning key,,
,Which of the following is not one of the four forces acting on an aircraft in straight and level flight?,C,Lift,Drag,Centrifugal force,Thrust,,Loading & Performance,loading and performance,loading and performance WS Key,,
,Which of the following reduces air density and therefore reduces maximum takeoff weight?,C,Cold temperatures,Low humidity,High elevation,Low altitude,,Loading & Performance,loading and performance,loading and performance WS Key,,
,What is the primary factor that determines the load factor experienced by an aircraft during a turn?,A,The aircraft's weight and the angle of the turn.,The aircraft's speed and the altitude.,The aircraft's engine power and the wind conditions.,,,Loading & Performance,loading and performance,Additional topics mc1- key,,
,What is the relationship between the load factor and the stalling speed of an aircraft?,C,The stalling speed decreases as the load factor increases.,The stalling speed remains constant regardless of the load factor.,The stalling speed increases as the load factor increases.,,,Loading & Performance,loading and performance,loading Mc Ounline learning key,,
